TEAMID,#TEAMMEMBERS,#MEN,#WOMEN,BlauIndex,GENDER,USERID,PRSMin,PRSMax,PRSMean,PRSStd,PRLTMin,PRLTMax,PRLTMean,PRLTStd
T13,62,53,8,0.2526014568,M,M_13_28,0,12069,57.5218,602.909736,0,38,0.894737,4.263835
T13,62,53,8,0.2526014568,M,M_13_29,0,457,17.235294,35.795483,0,13,1.044643,1.822721
T13,62,53,8,0.2526014568,M,M_13_30,2,373,85.8,161.003727,7,7,7,NaN
T13,62,53,8,0.2526014568,M,M_13_31,0,24883,49.498291,631.161138,0,6,0.742574,1.17178
T13,62,53,8,0.2526014568,M,M_13_32,0,26645,51.403886,556.402824,0,27,0.757396,2.398136
T13,62,53,8,0.2526014568,M,M_13_33,0,145,30.058824,35.38621,7,7,7,NaN
T13,62,53,8,0.2526014568,M,M_13_34,0,24883,59.798544,849.16971,0,7,1.22093,1.683142
T13,62,53,8,0.2526014568,M,M_13_35,1,1,1,NaN,3,3,3,NaN
T13,62,53,8,0.2526014568,M,M_13_36,0,36102,151.887595,1735.182738,0,47,1.773585,5.801942
T13,62,53,8,0.2526014568,M,M_13_38,1,4150,40.440777,152.345197,0,15,2.666667,5.024938
T13,62,53,8,0.2526014568,M,M_13_40,0,466,19.543478,44.265452,0,8,1.29703,1.717816
T13,62,53,8,0.2526014568,M,M_13_41,2,2,2,0,0,0,0,NaN
T13,62,53,8,0.2526014568,M,M_13_42,0,1902,34.73747,121.848493,0,19,1.28125,3.752284
T13,62,53,8,0.2526014568,M,M_13_43,2,53,15.5,25.039968,0,9,4.5,6.363961
T13,62,53,8,0.2526014568,M,M_13_45,0,14181,84.620235,782.580314,0,20,1.267327,2.652889
T13,62,53,8,0.2526014568,M,M_13_46,1,6,2.5,2.380476,1,64,32.5,44.547727
T13,62,53,8,0.2526014568,M,M_13_47,0,41,9.6,17.643696,0,16,8,11.313708
T13,62,53,8,0.2526014568,M,M_13_48,0,15,5.142857,5.45981,0,5,3,2.44949
T13,62,53,8,0.2526014568,M,M_13_49,0,12989,58.264843,464.985454,0,20,1.307692,3.278524
T13,62,53,8,0.2526014568,M,M_13_50,0,13081,42.415075,391.412047,0,19,0.705882,2.203052
T13,62,53,8,0.2526014568,M,M_13_51,4,22,8,6.429101,0,2,1,1.414214
T13,62,53,8,0.2526014568,M,M_13_52,0,17705,78.576527,660.322401,0,32,0.988506,3.616803
T13,62,53,8,0.2526014568,M,M_13_53,0,19923,65.965986,609.173803,0,13,1.235294,2.394756
T13,62,53,8,0.2526014568,M,M_13_54,3,312,46.88,61.169382,0,2,1,1
T13,62,53,8,0.2526014568,M,M_13_56,6,6,6,0,0,0,0,0
T13,62,53,8,0.2526014568,M,M_13_58,0,2543,27.164211,127.173004,0,15,2.916667,5.195423
T13,62,53,8,0.2526014568,M,M_13_59,0,3184,26.541872,223.938336,21,69,34,23.366643
T13,62,53,8,0.2526014568,M,M_13_60,0,305,35.54,65.329373,0,4,1.25,1.892969
T13,62,53,8,0.2526014568,M,M_13_61,1,13,5.25,5.439056,7,7,7,NaN
T13,62,53,8,0.2526014568,M,M_13_62,0,1263,25.323944,107.024061,1,39,11,18.690461
T13,62,53,8,0.2526014568,W,W_13_06,0,638,9.524736,36.869495,0,21,2.204545,3.47469
T13,62,53,8,0.2526014568,W,W_13_16,2,15,8.5,9.192388,4,4,4,NaN
T13,62,53,8,0.2526014568,W,W_13_20,0,341,28.142857,66.787985,0,1,0.333333,0.516398
T13,62,53,8,0.2526014568,W,W_13_37,0,218,16.625,35.25341,0,6,1.041667,1.706233
T13,62,53,8,0.2526014568,W,W_13_39,2,10,3.75,2.416797,0,0,0,NaN
T13,62,53,8,0.2526014568,W,W_13_44,0,23155,36.09749,719.505783,0,9,1.460526,1.969371
T13,62,53,8,0.2526014568,W,W_13_55,0,2058,36.490566,97.260478,0,31,3.135135,6.980776
T13,62,53,8,0.2526014568,W,W_13_57,0,816,18.751724,72.102216,0,30,7.5,6.972636
T14,63,51,11,0.3141849332,M,M_14_01,1,1511,191.444444,496.555916,0,7,3.666667,3.511885
T14,63,51,11,0.3141849332,M,M_14_02,2,423,34.705882,100.59123,1,4,2.166667,1.169045
T14,63,51,11,0.3141849332,M,M_14_03,0,440,17.879599,39.666126,0,6,1.173913,1.435022
T14,63,51,11,0.3141849332,M,M_14_04,0,18016,41.955111,392.984863,0,13,1.111111,2.113375
T14,63,51,11,0.3141849332,M,M_14_06,0,709,23.456148,47.184153,0,14,0.769912,1.558438
T14,63,51,11,0.3141849332,M,M_14_07,0,2149,29.927318,115.441265,0,9,2.307692,2.529315
T14,63,51,11,0.3141849332,M,M_14_08,2,143,20.4375,36.627801,1,7,3.333333,3.21455
T14,63,51,11,0.3141849332,M,M_14_09,6,136,55.2,54.098983,6,6,6,NaN
T14,63,51,11,0.3141849332,M,M_14_10,0,2675,39.372041,171.831376,0,22,1.263889,3.002314
T14,63,51,11,0.3141849332,M,M_14_11,3,8,5.5,3.535534,6,9,7.5,2.12132
T14,63,51,11,0.3141849332,M,M_14_12,0,1908,54.746269,198.911112,0,14,0.655738,2.128264
T14,63,51,11,0.3141849332,M,M_14_13,1,60,9.325,14.211565,0,3,0.416667,0.900337
T14,63,51,11,0.3141849332,M,M_14_14,0,15360,129.093432,1125.045482,0,20,1.44898,3.162677
T14,63,51,11,0.3141849332,M,M_14_16,0,1902,65.166667,257.422876,0,21,7.25,8.430387
T14,63,51,11,0.3141849332,M,M_14_17,0,11245,95.127907,838.461959,0,8,0.538462,1.429872
T14,63,51,11,0.3141849332,M,M_14_19,0,2510,31.368359,123.647592,0,14,2.803279,3.572206
T14,63,51,11,0.3141849332,M,M_14_20,6,6,6,NaN,5,5,5,NaN
T14,63,51,11,0.3141849332,M,M_14_21,0,51,37.142857,18.28869,24,24,24,NaN
T14,63,51,11,0.3141849332,M,M_14_23,2,120,21.377778,30.110621,0,5,1.75,2.217356
T14,63,51,11,0.3141849332,M,M_14_24,0,34330,598.537383,4154.80306,0,13,1.645161,3.08273
T14,63,51,11,0.3141849332,M,M_14_25,0,16785,73.629679,836.290932,0,84,1.352041,6.450088
T14,63,51,11,0.3141849332,M,M_14_26,1,1506,61.185629,241.452074,0,5,0.85,1.496487
T14,63,51,11,0.3141849332,M,M_14_27,0,1123,22.672611,48.763413,0,6,0.273504,0.794636
T14,63,51,11,0.3141849332,M,M_14_28,0,18016,132.858483,1100.90992,0,14,1.026316,1.969165
T14,63,51,11,0.3141849332,M,M_14_30,0,1947,11.218605,79.116533,0,8,0.976744,1.565831
T14,63,51,11,0.3141849332,M,M_14_31,0,7549,55.708108,554.64309,0,9,3,3.505098
T14,63,51,11,0.3141849332,M,M_14_32,0,2515,38.56229,196.763467,0,7,1.888889,1.996729
T14,63,51,11,0.3141849332,M,M_14_34,2,373,85.8,161.003727,7,7,7,NaN
T14,63,51,11,0.3141849332,M,M_14_36,0,145,30.058824,35.38621,7,7,7,NaN
T14,63,51,11,0.3141849332,M,M_14_37,0,24883,60.749794,857.860945,0,7,1.158537,1.598375
T14,63,51,11,0.3141849332,M,M_14_38,1,1,1,NaN,3,3,3,NaN
T14,63,51,11,0.3141849332,M,M_14_39,0,2535,36.84818,113.383066,0,14,1.318584,2.365169
T14,63,51,11,0.3141849332,M,M_14_42,0,16070,105.652549,1002.149549,0,22,3.289474,4.777212
T14,63,51,11,0.3141849332,M,M_14_43,0,466,20.060309,42.992703,0,8,1.296,1.641321
T14,63,51,11,0.3141849332,M,M_14_44,2,53,15.5,25.039968,0,9,4.5,6.363961
T14,63,51,11,0.3141849332,M,M_14_46,2,61,5.55,13.0815,0,7,1.75,3.5
T14,63,51,11,0.3141849332,M,M_14_47,0,1473,26.967378,70.629253,0,13,1.469388,2.416109
T14,63,51,11,0.3141849332,M,M_14_48,1,6,2.5,2.380476,1,64,32.5,44.547727
T14,63,51,11,0.3141849332,M,M_14_49,0,41,9.6,17.643696,0,16,8,11.313708
T14,63,51,11,0.3141849332,M,M_14_50,0,15,5.142857,5.45981,0,5,3,2.44949
T14,63,51,11,0.3141849332,M,M_14_51,0,459,31.118959,58.192751,0,19,2.285714,5.604845
T14,63,51,11,0.3141849332,M,M_14_52,2,18,7.75,4.891684,0,1,0.5,0.707107
T14,63,51,11,0.3141849332,M,M_14_53,0,597,17.93217,35.205315,0,5,0.637795,0.989382
T14,63,51,11,0.3141849332,M,M_14_54,0,3862,41.714704,165.346131,0,13,1.365591,2.283137
T14,63,51,11,0.3141849332,M,M_14_55,0,816,20.616883,74.370139,0,30,7.789474,6.892661
T14,63,51,11,0.3141849332,M,M_14_56,0,2543,28.985859,125.281924,0,15,1.55,4.14824
T14,63,51,11,0.3141849332,M,M_14_57,0,3184,26.541872,223.938336,21,69,34,23.366643
T14,63,51,11,0.3141849332,M,M_14_58,0,29142,44.815371,459.682241,0,41,1.795745,3.418274
T14,63,51,11,0.3141849332,M,M_14_59,0,283,16.620491,35.240323,0,12,1.611111,2.429509
T14,63,51,11,0.3141849332,M,M_14_60,0,305,35.54,65.329373,0,4,1.25,1.892969
T14,63,51,11,0.3141849332,M,M_14_61,0,306,23.710744,52.817995,0,11,2,3.535534
T14,63,51,11,0.3141849332,M,M_14_62,1,13,5.25,5.439056,7,7,7,NaN
T14,63,51,11,0.3141849332,M,M_14_63,0,1263,25.323944,107.024061,1,39,11,18.690461
T14,63,51,11,0.3141849332,W,W_14_05,0,638,9.372118,36.241128,0,21,1.849057,3.260464
T14,63,51,11,0.3141849332,W,W_14_15,2,15,8.5,9.192388,4,4,4,NaN
T14,63,51,11,0.3141849332,W,W_14_18,0,42610,52.203125,849.369738,0,69,1.78882,6.896929
T14,63,51,11,0.3141849332,W,W_14_22,0,341,20.739394,40.718829,0,3,0.636364,0.902138
T14,63,51,11,0.3141849332,W,W_14_29,1,808,29.037736,110.487375,0,5,1.4,2.073644
T14,63,51,11,0.3141849332,W,W_14_33,0,457,17.293321,35.914076,0,13,1.045455,1.839358
T14,63,51,11,0.3141849332,W,W_14_35,0,24883,49.498291,631.161138,0,6,0.742574,1.17178
T14,63,51,11,0.3141849332,W,W_14_40,0,218,17.757732,36.915645,0,6,1.411765,1.905873
T14,63,51,11,0.3141849332,W,W_14_41,2,10,3.75,2.416797,0,0,0,NaN
T14,63,51,11,0.3141849332,W,W_14_45,0,23155,36.09749,719.505783,0,9,1.460526,1.969371
